run,fold,RF
SEED,0.0,0.6434745225948414
SEED,1.0,0.7074255733996396
SEED,2.0,0.5405982173151238
SEED,3.0,0.7870328867637366
SEED,4.0,0.6925550594334725
SEED,5.0,0.8352410733926336
SEED,6.0,0.6424638643697255
SEED,7.0,0.6346270576715477
SEED,8.0,0.736444379943134
SEED,9.0,0.7879637007979843
