run,fold,RF
SEED,0.0,0.7171296531410289
SEED,1.0,0.7916201740682883
SEED,2.0,0.6137808091768718
SEED,3.0,0.8415456160518341
SEED,4.0,0.7784845060057297
SEED,5.0,0.8963194350129023
SEED,6.0,0.7104666705410588
SEED,7.0,0.7046143758708303
SEED,8.0,0.7763907139728428
SEED,9.0,0.8193796394485684
