phi_b,scaler_detectors,rf_n_estimators,rf_max_depth,rf_min_samples_split,rf_min_samples_leaf,rf_max_features,rf_bootstrap,best_value_mean_f1_macro
0.00018240220665559852,robust,220,8,18,3,sqrt,False,0.7007826335681839
