run,fold,test_bases,RF
D_recorrente_D_,0,[0],0.6472063037249284
D_recorrente_D_,1,[1],0.7948942122748732
D_recorrente_D_,2,[2],0.7955305296498328
D_recorrente_D_,3,[3],0.8568215892053973
D_recorrente_D_,4,[4],0.7041659342590965
D_recorrente_D_,5,[5],0.8069350060986235
D_recorrente_D_,6,[6],0.5981012658227848
D_recorrente_D_,7,[7],0.7432574430823118
D_recorrente_D_,8,[8],0.7409106953759266
D_recorrente_D_,9,[9],0.7536257207758169
D_recorrente_D_,10,[10],0.7945856959941467
D_recorrente_D_,11,[11],0.8370112945264987
