RF__class_1,RF__class_2,RF__class_3,RF__class_4,RF__class_5,RF__class_6,RF__class_7,RF__class_8,RF__class_9,RF__class_10,RF__class_11,RF__class_12,run
0.6744279438801615,0.29691349672140815,0.5151092018127869,0.43505338518608944,0.33533908610167723,0.36189630916264803,0.19522397763942773,0.7565773026417542,0.7248688850503908,0.994838792530226,0.6145958890526276,0.6843700328882807,usc_had
