fold,scenario,detector,n_train_rows,n_train_cols,mem_X_train_mb,n_test_rows,n_test_cols,mem_X_test_mb,mem_catch22_cache_mb
0,drift,CUSUM,244293,12,22.36581802368164,18260,12,1.6718788146972656,0.0
1,drift,CUSUM,241026,12,22.066715240478516,21527,12,1.9709815979003906,0.0
2,drift,CUSUM,238073,12,21.79636001586914,24480,12,2.2413368225097656,0.0
3,drift,CUSUM,237073,12,21.70480728149414,25480,12,2.3328895568847656,0.0
4,drift,CUSUM,240047,12,21.97708511352539,22506,12,2.0606117248535156,0.0
5,drift,CUSUM,238912,12,21.873172760009766,23641,12,2.1645240783691406,0.0
6,drift,CUSUM,238990,12,21.880313873291016,23563,12,2.1573829650878906,0.0
7,drift,CUSUM,240832,12,22.048954010009766,21721,12,1.9887428283691406,0.0
8,drift,CUSUM,236892,12,21.688236236572266,25661,12,2.3494606018066406,0.0
9,drift,CUSUM,239360,12,21.914188385009766,23193,12,2.1235084533691406,0.0
10,drift,CUSUM,230032,12,21.060184478759766,32521,12,2.9775123596191406,0.0
