run,fold,test_bases,n_train_samples,n_test_samples,n_features_common_train,n_features_after_nan_train
I_D_D_,0,[0],42755,3966,96,96
I_D_D_,1,[1],42872,3849,96,96
I_D_D_,2,[2],42924,3797,96,96
I_D_D_,3,[3],42950,3771,96,96
I_D_D_,4,[4],42872,3849,96,96
I_D_D_,5,[5],42716,4005,96,96
I_D_D_,6,[6],42885,3836,96,96
I_D_D_,7,[7],42781,3940,96,96
I_D_D_,8,[8],42846,3875,96,96
I_D_D_,9,[9],42742,3979,96,96
I_D_D_,10,[10],42859,3862,96,96
I_D_D_,11,[11],42729,3992,96,96
I_D_D_,0,[0],42755,3966,96,96
I_D_D_,1,[1],42872,3849,96,96
I_D_D_,2,[2],42924,3797,96,96
I_D_D_,3,[3],42950,3771,96,96
I_D_D_,4,[4],42872,3849,96,96
I_D_D_,5,[5],42716,4005,96,96
I_D_D_,6,[6],42885,3836,96,96
I_D_D_,7,[7],42781,3940,96,96
I_D_D_,8,[8],42846,3875,96,96
I_D_D_,9,[9],42742,3979,96,96
I_D_D_,10,[10],42859,3862,96,96
I_D_D_,11,[11],42729,3992,96,96
