scenario,detector,t_fit_pipeline_s__sum,t_fit_pipeline_s__mean,t_fit_pipeline_s__std,t_fit_por_amostra_ms__mean,t_fit_por_amostra_ms__std,n_train_samples__sum
catch24_drift,SEED,985.8315100688487,89.62104636989534,3.661066916281332,0.38469452011833893,0.014012814988428279,2562460
drift,PageHinkley,132.90901046060026,12.082637314600023,0.2088279420705213,0.05127990605003383,0.00093046451037402,2592130
