scenario,detector,mem_X_train_mb__mean,mem_X_train_mb__std,mem_X_train_mb__max,mem_X_train_mb__min,mem_X_test_mb__mean,mem_X_test_mb__std,mem_X_test_mb__max,mem_X_test_mb__min,n_train_cols__max,mem_catch22_cache_mb__mean
baseline,,10.787243582985617,0.15768610502946778,11.03854751586914,10.400379180908203,1.0788376548073508,0.15768610502946742,1.4657020568847656,0.8275337219238281,6,0.0
catch24,,255.92763831398707,3.7497785577631775,261.94604873657227,246.7717323303223,25.592877127907492,3.749778557763182,34.748783111572266,19.574466705322266,144,281.5231590270996
catch24_drift,SEED,277.2549310164018,4.062260104243439,283.77487564086914,267.33603286743164,27.72560639814897,4.062260104243447,37.64450454711914,21.20566177368164,156,281.5231590270996
drift,PageHinkley,21.57436128096147,0.3153722100589359,22.07696914672852,20.80063247680664,2.157549424604936,0.31537221005893473,2.9312782287597656,1.6549415588378906,12,0.0
