fold,scenario,detector,t_fit_pipeline_s,n_train_samples,t_fit_por_amostra_ms
0,baseline,,0.25285839661955833,7603,0.03325771361561993
1,baseline,,0.24906270019710064,6951,0.03583120417164446
2,baseline,,0.24529031850397587,7604,0.03225806398000735
3,baseline,,0.2466442845761776,7670,0.03215701233066201
4,baseline,,0.24590690806508064,7619,0.03227548340531312
5,baseline,,0.23900229670107365,6286,0.03802136441315203
6,baseline,,0.2327992580831051,5634,0.04132042209497783
7,baseline,,0.23360354080796242,6287,0.037156599460468016
8,baseline,,0.2376311831176281,6353,0.03740456211516262
9,baseline,,0.23589839600026608,6302,0.03743230656938529
