fold,scenario,detector,t_fit_scaler_s,t_deteccao_s,t_extracao_treino_s,t_extracao_teste_s,t_total_extracao_s,n_train_samples,n_test_samples,t_por_amostra_treino_ms,t_por_amostra_teste_ms,t_catch22_extracao_unica_s
0,baseline,,0.0,0.0,0.0037512481212615967,0.0014499090611934662,0.005201157182455063,7603,2526,0.0004933905196976979,0.0005739940859831615,0.0
1,baseline,,0.0,0.0,0.0034492090344429016,0.0011905394494533539,0.0046397484838962555,6951,3178,0.0004962176714779027,0.00037461908415775767,0.0
2,baseline,,0.0,0.0,0.0034429840743541718,0.0011602193117141724,0.004603203386068344,7604,2525,0.0004527859119350568,0.0004594927967184841,0.0
3,baseline,,0.0,0.0,0.003550708293914795,0.001135215163230896,0.004685923457145691,7670,2459,0.00046293458851561864,0.000461657244095525,0.0
4,baseline,,0.0,0.0,0.003466365858912468,0.0011429116129875183,0.004609277471899986,7619,2510,0.0004549633625032771,0.000455343272106581,0.0
5,baseline,,0.0,0.0,0.003389313817024231,0.0011644121259450912,0.004553725942969322,6286,3843,0.0005391845079580386,0.0003029956091452228,0.0
6,baseline,,0.0,0.0,0.0033525116741657257,0.0012911166995763779,0.004643628373742104,5634,4495,0.0005950499954145768,0.00028723397098473366,0.0
7,baseline,,0.0,0.0,0.0033153705298900604,0.001165660098195076,0.004481030628085136,6287,3842,0.0005273374470956037,0.0003033992967712327,0.0
8,baseline,,0.0,0.0,0.0034012533724308014,0.0011638682335615158,0.004565121605992317,6353,3776,0.000535377518090792,0.00030822781609150313,0.0
9,baseline,,0.0,0.0,0.0034119393676519394,0.001178281381726265,0.004590220749378204,6302,3827,0.0005414058025471183,0.0003078864336885981,0.0
