fold,scenario,detector,t_fit_scaler_s,t_deteccao_s,t_extracao_treino_s,t_extracao_teste_s,t_total_extracao_s,n_train_samples,n_test_samples,t_por_amostra_treino_ms,t_por_amostra_teste_ms,t_catch22_extracao_unica_s
0,drift,GeometricMovingAverage,0.04510417394340038,27.543452499434352,2.696725120767951,0.3565272372215986,30.641809031367302,254136,34388,0.01061134636874725,0.010367780540351245,0.0
1,drift,GeometricMovingAverage,0.04483642801642418,27.80977038294077,2.697036575525999,0.40359529852867126,30.955238685011864,251323,37201,0.010731355966330177,0.01084904434097662,0.0
2,drift,GeometricMovingAverage,0.04509155638515949,27.530929896980524,2.681864323094487,0.3663785085082054,30.624264284968376,253656,34868,0.01057284007906175,0.010507585995990748,0.0
3,drift,GeometricMovingAverage,0.045321717858314514,27.442087840288877,2.671629823744297,0.37954405695199966,30.53858343884349,252286,36238,0.010589687195263696,0.0104736480200894,0.0
4,drift,GeometricMovingAverage,0.04680814780294895,27.203535739332438,2.6648411862552166,0.39702062867581844,30.31220570206642,250681,37843,0.010630407514950143,0.010491256736406163,0.0
5,drift,GeometricMovingAverage,0.046028221026062965,27.47161534614861,2.676919834688306,0.3860633634030819,30.58062676526606,252555,35969,0.010599353941471386,0.010733224815899299,0.0
6,drift,GeometricMovingAverage,0.045390455052256584,27.323198771104217,2.6724404357373714,0.3736600689589977,30.414689730852842,252988,35536,0.010563506710742689,0.010514972674442754,0.0
7,drift,GeometricMovingAverage,0.04457329213619232,27.256721790879965,2.668929861858487,0.392278328537941,30.362503273412585,252043,36481,0.010589184630632421,0.010752948892243661,0.0
