run,fold,test_bases,n_train_samples,n_test_samples,n_features_common_train,n_features_after_nan_train
ward,0,"[0, 1]",515676,58830,130,130
ward,1,"[2, 3]",511718,62788,130,130
ward,2,"[4, 5]",520408,54098,130,130
ward,3,"[6, 7]",514751,59755,130,130
ward,4,"[8, 9]",514061,60445,130,130
ward,5,"[10, 11]",519228,55278,130,130
ward,6,"[12, 13]",517514,56992,130,130
ward,7,"[14, 15]",519012,55494,130,130
ward,8,"[16, 17]",520285,54221,130,130
ward,9,"[18, 19]",517901,56605,130,130
