fold,scenario,detector,t_fit_scaler_s,t_deteccao_s,t_extracao_treino_s,t_extracao_teste_s,t_total_extracao_s,n_train_samples,n_test_samples,t_por_amostra_treino_ms,t_por_amostra_teste_ms,t_catch22_extracao_unica_s
0,catch24_drift,CUSUM,0.017573148012161255,20.428800592198968,3.138672385364771,0.33217729441821575,23.917223419994116,515316,58790,0.006090772235608386,0.005650234638853814,2891.393923478201
1,catch24_drift,CUSUM,0.011789347976446152,20.631722757592797,2.9188141506165266,0.35945089161396027,23.92177714779973,511358,62748,0.005707966142343576,0.005728483642729015,2891.393923478201
2,catch24_drift,CUSUM,0.01907055452466011,20.469673251733184,2.964969664812088,0.3044481836259365,23.75816165469587,520048,54058,0.005701338462626696,0.005631880269820129,2891.393923478201
3,catch24_drift,CUSUM,0.011421911418437958,20.404358269646764,3.0258023366332054,0.35074848122894764,23.792330998927355,514391,59715,0.005882300305863061,0.005873708134119528,2891.393923478201
4,catch24_drift,CUSUM,0.01168542355298996,20.567670695483685,2.9323954973369837,0.34079533629119396,23.852546952664852,513701,60405,0.005708370233534651,0.00564183985251542,2891.393923478201
5,catch24_drift,CUSUM,0.018687192350625992,20.374459370970726,2.9991015065461397,0.31719890236854553,23.709446972236037,518868,55238,0.0057800856991491855,0.005742403822885433,2891.393923478201
6,catch24_drift,CUSUM,0.018828902393579483,20.462111039087176,2.9900699965655804,0.3260037060827017,23.797013644129038,517154,56952,0.005781778728513326,0.005724183629770714,2891.393923478201
7,catch24_drift,CUSUM,0.023755045607686043,20.470798360183835,3.010689986869693,0.31126417592167854,23.816507568582892,518652,55454,0.005804836358231902,0.005613015759398394,2891.393923478201
8,catch24_drift,CUSUM,0.021573539823293686,20.555434616282582,3.0137177612632513,0.3122416790574789,23.902967596426606,519925,54181,0.0057964471053772205,0.0057629368054757,2891.393923478201
9,catch24_drift,CUSUM,0.012159300968050957,20.392558889463544,2.943592369556427,0.320089653134346,23.668400213122368,517541,56565,0.005687650581415631,0.005658793478906497,2891.393923478201
