fold,scenario,detector,t_fit_pipeline_s,n_train_samples,t_fit_por_amostra_ms
0,catch24_drift,CUSUM,29.21222841180861,515316,0.056687990304606514
1,catch24_drift,CUSUM,27.864114828407764,511358,0.05449042515890582
2,catch24_drift,CUSUM,28.731536775827408,520048,0.055247855536080144
3,catch24_drift,CUSUM,28.631252821534872,514391,0.055660485548026446
4,catch24_drift,CUSUM,28.189147481694818,513701,0.0548746206094495
5,catch24_drift,CUSUM,28.391204936429858,518868,0.054717587009470346
6,catch24_drift,CUSUM,28.98483327589929,517154,0.05604681250826503
7,catch24_drift,CUSUM,27.999701300635934,518652,0.05398552651997087
8,catch24_drift,CUSUM,27.97890718281269,519925,0.053813352277372106
9,catch24_drift,CUSUM,28.784889053553343,517541,0.05561856752132361
