fold,scenario,detector,t_fit_pipeline_s,n_train_samples,t_fit_por_amostra_ms
0,catch24_drift,HDDMAverage,52.32181082293391,515316,0.10153344903502688
1,catch24_drift,HDDMAverage,51.27109006047249,511358,0.10026457014551936
2,catch24_drift,HDDMAverage,51.83926164731383,520048,0.0996816863968592
3,catch24_drift,HDDMAverage,51.73019870556891,514391,0.10056590940659714
4,catch24_drift,HDDMAverage,51.59154237434268,513701,0.10043107250003928
5,catch24_drift,HDDMAverage,51.87788467109203,518868,0.09998281773224024
6,catch24_drift,HDDMAverage,51.52114572189748,517154,0.09962437827397155
7,catch24_drift,HDDMAverage,51.91389891318977,518652,0.10009389516128303
8,catch24_drift,HDDMAverage,51.93782849237323,519925,0.09989484731908108
9,catch24_drift,HDDMAverage,51.517164435237646,517541,0.09954218976899926
