RF__class_1,RF__class_2,RF__class_3,RF__class_4,RF__class_5,RF__class_6,RF__class_7,RF__class_8,RF__class_9,RF__class_10,RF__class_11,RF__class_12,run
0.773408715452457,0.8946752093314619,0.8263603880026216,0.7259674316273298,0.5102853823239972,0.892671806084763,0.890979817898744,0.9148224452300715,0.8652056939610695,0.9988597348449957,0.5721009531717955,0.7145736386751523,usc_had
