RF__class_1,RF__class_2,RF__class_3,RF__class_4,RF__class_12,RF__class_13,RF__class_16,RF__class_17,run
0.9758512505367638,0.9234444393496388,0.8923453168655497,0.9422089354525197,0.8331894902229161,0.8628386781919177,0.9251639209377849,0.9284803070266494,pamap2D
