fold,scenario,detector,t_fit_pipeline_s,n_train_samples,t_fit_por_amostra_ms
0,drift,CUSUM,5.5650258008390665,517638,0.010750806163456058
1,drift,CUSUM,5.5113912262022495,513680,0.010729230700440448
2,drift,CUSUM,6.220077823847532,522370,0.01190741777637983
3,drift,CUSUM,5.603366382420063,516713,0.0108442527716935
4,drift,CUSUM,6.015643619000912,516023,0.01165770444147046
5,drift,CUSUM,5.3987428564578295,521190,0.010358492788537442
6,drift,CUSUM,5.2342313807457685,519476,0.010075983068988305
7,drift,CUSUM,5.255099723115563,520974,0.010087067153285122
8,drift,CUSUM,5.145902341231704,522247,0.009853388035224144
9,drift,CUSUM,5.322217749431729,519863,0.01023773138198281
