scenario,detector,n_folds,t_fit_total_todos_folds_s,t_fit_mean_s,t_fit_std_s,t_fit_por_amostra_ms_mean
baseline,,11,2.4628719314932823,0.2238974483175711,0.00451216400908786,0.010057793621165255
