fold,scenario,detector,t_fit_pipeline_s,n_train_samples,t_fit_por_amostra_ms
0,baseline,,0.2317675482481718,21762,0.010650103310733012
1,baseline,,0.2183901760727167,20429,0.010690203929351251
2,baseline,,0.2232719138264656,19033,0.011730778848655787
3,baseline,,0.23119631223380566,23328,0.009910678679432685
4,baseline,,0.2281907331198454,23537,0.00969497952669607
5,baseline,,0.2238706648349762,22994,0.00973604700508725
6,baseline,,0.22251203283667564,22611,0.009840875363171716
7,baseline,,0.22075997851788998,23238,0.0094999560425979
8,baseline,,0.22202342003583908,23447,0.009469161088234703
9,baseline,,0.2206793837249279,22904,0.009634971346704851
10,baseline,,0.22020976804196835,22521,0.009777974692152584
