fold,scenario,detector,t_fit_pipeline_s,n_train_samples,t_fit_por_amostra_ms
0,drift,KSWIN,0.6155005525797606,27270,0.022570610655656787
1,drift,KSWIN,0.6070668157190084,27270,0.022261342710634707
2,drift,KSWIN,0.6064508687704802,27270,0.022238755730490656
3,drift,KSWIN,0.612091850489378,27270,0.022445612412518443
4,drift,KSWIN,0.591153958812356,27270,0.02167781293774683
5,drift,KSWIN,0.5963672287762165,27270,0.02186898528698997
6,drift,KSWIN,0.6005593687295914,27270,0.022022712457997484
7,drift,KSWIN,0.5745885521173477,27270,0.021070353946364053
8,drift,KSWIN,0.6160067431628704,27270,0.02258917283325524
9,drift,KSWIN,0.6034811083227396,27270,0.022129853623862838
