run,labels,RF
smartphone,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[[48845, 24165, 13552, 7721, 26800, 14, 0, 0, 500, 2, 2, 490], [12855, 58912, 7266, 2368, 33971, 56, 0, 0, 403, 26, 0, 850], [15884, 21482, 27329, 3438, 38112, 320, 0, 0, 933, 137, 0, 326], [8780, 276, 1128, 101060, 14455, 0, 53, 0, 67, 0, 240, 618], [4174, 4775, 2794, 18580, 106508, 0, 891, 346, 8, 0, 5, 24], [0, 1, 51, 803, 1, 134670, 0, 0, 508, 41, 601, 189], [1453, 1208, 713, 1042, 2963, 1, 1880, 48, 115, 3, 339, 551], [704, 938, 526, 998, 3063, 0, 753, 727, 100, 0, 155, 65], [1214, 281, 1020, 1143, 380, 2652, 16, 26, 4326, 89, 233, 1048], [2478, 777, 609, 1412, 372, 1206, 85, 101, 503, 620, 520, 2467], [1358, 1040, 1036, 1142, 1038, 2112, 479, 425, 1982, 144, 2701, 961], [2592, 654, 814, 527, 597, 1638, 0, 0, 544, 435, 41, 3025]]"
