run,fold,test_bases,RF
ward,0,"[0, 1]",0.627506435442352
ward,1,"[2, 3]",0.5246167031711265
ward,2,"[4, 5]",0.5476471021430149
ward,3,"[6, 7]",0.43771363780367833
ward,4,"[8, 9]",0.5294330976048003
ward,5,"[10, 11]",0.46089808274470234
ward,6,"[12, 13]",0.5493619996504108
ward,7,"[14, 15]",0.6685094773118897
ward,8,"[16, 17]",0.6319734014217748
ward,9,"[18, 19]",0.6518311247206237
