RF__class_1,RF__class_2,RF__class_3,RF__class_4,RF__class_12,RF__class_13,RF__class_16,RF__class_17,run
0.9933624662726535,0.8415730310093053,0.4603397963079121,0.9369506241517498,0.49260246162824106,0.5710744070671455,0.8320624469398274,0.6938351788738137,pamap2D
