scenario,detector_name,best_macro_f1
catch24,baseline,0.7872607959689617
drift,ADWIN,0.7096461077975303
catch24_drift,ADWIN,0.8386219399781825
drift,PageHinkley,0.7102371089862485
catch24_drift,PageHinkley,0.8361195439844675
drift,KSWIN,0.74752759246168
catch24_drift,KSWIN,0.8870827597612536
drift,CUSUM,0.6017991704284203
catch24_drift,CUSUM,0.8454429483850903
drift,EWMAChart,0.604100661873094
catch24_drift,EWMAChart,0.8277295450320201
drift,GeometricMovingAverage,0.6916910679822565
catch24_drift,GeometricMovingAverage,0.8752333691654077
drift,HDDMAverage,0.6972462868960478
catch24_drift,HDDMAverage,0.8349058442405215
drift,HDDMWeighted,0.6265025812045946
catch24_drift,HDDMWeighted,0.8216218546302423
drift,SEED,0.7158999943708387
catch24_drift,SEED,0.834294916365251
baseline,baseline,0.4577507537520353
