RF__class_1,RF__class_2,RF__class_3,RF__class_4,RF__class_5,RF__class_6,RF__class_7,RF__class_8,RF__class_9,RF__class_10,RF__class_11,RF__class_12,run
0.9145937570991325,0.7886479943844896,0.8289455606217689,0.8380846077168831,0.850157890327296,0.9643312439376615,0.009051307454695349,0.2968868214862946,0.5263793056288684,0.5262055789829562,0.26730418013194934,0.36259812436273525,smartphone
