run,fold,test_bases,RF
D_recorrente_D_,0,[0],0.7105407882676443
D_recorrente_D_,1,[1],0.6057245080500895
D_recorrente_D_,2,[2],0.5767014764133958
D_recorrente_D_,3,[3],0.5064336470136355
D_recorrente_D_,4,[4],0.541726618705036
D_recorrente_D_,5,[5],0.6007130124777184
D_recorrente_D_,6,[6],0.6483180428134556
D_recorrente_D_,7,[7],0.6661888550438989
D_recorrente_D_,8,[8],0.4906989344410331
D_recorrente_D_,9,[9],0.5044690740078656
D_recorrente_D_,10,[10],0.7703259647808168
D_recorrente_D_,11,[11],0.6814788482047636
