scenario,detector,n_folds,t_fit_total_todos_folds_s,t_fit_mean_s,t_fit_std_s,t_fit_por_amostra_ms_mean
catch24,,8,295.4665228743106,36.93331535928883,0.44511741253852183,0.14681843333489225
