RF__class_1,RF__class_2,RF__class_3,RF__class_4,RF__class_12,RF__class_13,RF__class_16,RF__class_17,run
0.9821459247642097,0.8228283077796564,0.7340071982382176,0.9667677956570941,0.8691711543623487,0.8675616875852548,0.9172142536756792,0.8849573992105175,pamap2D
