run,fold,test_bases,n_train_samples,n_test_samples,n_features_common_train,n_features_after_nan_train
occ,0,"[0, 2]",7603,2526,17,17
occ,1,"[0, 3]",6951,3178,17,17
occ,2,"[0, 4]",7604,2525,17,17
occ,3,"[0, 5]",7670,2459,17,17
occ,4,"[0, 6]",7619,2510,17,17
occ,5,"[1, 2]",6286,3843,17,17
occ,6,"[1, 3]",5634,4495,17,17
occ,7,"[1, 4]",6287,3842,17,17
occ,8,"[1, 5]",6353,3776,17,17
occ,9,"[1, 6]",6302,3827,17,17
