scenario,detector_name,best_macro_f1
drift_ot,ADWIN,0.2542651468621166
catch24_drift_ot,ADWIN,0.2051428458042419
drift_ot,PageHinkley,0.31192752772766014
catch24_drift_ot,PageHinkley,0.2101167780790031
drift_ot,KSWIN,0.2446479658975597
catch24_drift_ot,KSWIN,0.23605143585399566
drift_ot,CUSUM,0.26072941553578755
catch24_drift_ot,CUSUM,0.19552818717910872
drift_ot,EWMAChart,0.177954164437505
catch24_drift_ot,EWMAChart,0.23848432104283954
drift_ot,GeometricMovingAverage,0.2963601620793846
catch24_drift_ot,GeometricMovingAverage,0.22626727983880604
drift_ot,HDDMAverage,0.2879344160897633
catch24_drift_ot,HDDMAverage,0.22594884545583174
drift_ot,HDDMWeighted,0.16849854986086962
catch24_drift_ot,HDDMWeighted,0.2499981736990531
drift_ot,SEED,0.22999242468897
catch24_drift_ot,SEED,0.19747452301195745
