RF__class_1,RF__class_2,RF__class_3,RF__class_4,RF__class_12,RF__class_13,RF__class_16,RF__class_17,run
0.9812022762733251,0.906253835854989,0.8554858036600974,0.9165992297186513,0.6286845407469404,0.5765850545776005,0.7764088573725162,0.8143529575673522,pamap2D
