fold,scenario,detector,t_fit_scaler_s,t_deteccao_s,t_extracao_treino_s,t_extracao_teste_s,t_total_extracao_s,n_train_samples,n_test_samples,t_por_amostra_treino_ms,t_por_amostra_teste_ms,t_catch22_extracao_unica_s
0,catch24,,0.0,0.0,0.020560674369335175,0.005716836079955101,0.026277510449290276,20890,4195,0.0009842352498485004,0.0013627737973671277,73.35897647030652
1,catch24,,0.0,0.0,0.011806903406977654,0.002319101244211197,0.01412600465118885,19557,5528,0.0006037175132677636,0.00041951903838842203,73.35897647030652
2,catch24,,0.0,0.0,0.011171413585543633,0.005140429362654686,0.01631184294819832,18161,6924,0.000615132073428976,0.0007424074758311216,73.35897647030652
3,catch24,,0.0,0.0,0.018824264407157898,0.0014947559684515,0.020319020375609398,22565,2520,0.0008342239932265853,0.0005931571303378968,73.35897647030652
4,catch24,,0.0,0.0,0.01430542953312397,0.0017649736255407333,0.016070403158664703,22774,2311,0.0006281474283447778,0.0007637272287065051,73.35897647030652
5,catch24,,0.0,0.0,0.010172326117753983,0.0015527233481407166,0.011725049465894699,22231,2854,0.00045757393359515915,0.0005440516286407556,73.35897647030652
6,catch24,,0.0,0.0,0.009372705593705177,0.0013134460896253586,0.010686151683330536,21848,3237,0.00042899604511649475,0.00040576029954444195,73.35897647030652
7,catch24,,0.0,0.0,0.015024939551949501,0.0013714171946048737,0.016396356746554375,22475,2610,0.0006685178888520357,0.0005254472009980359,73.35897647030652
8,catch24,,0.0,0.0,0.017679069191217422,0.001570744439959526,0.01924981363117695,22684,2401,0.0007793629514731715,0.0006542042648727722,73.35897647030652
9,catch24,,0.0,0.0,0.019162999466061592,0.0022753775119781494,0.02143837697803974,22141,2944,0.0008654983725243481,0.0007728863831447518,73.35897647030652
10,catch24,,0.0,0.0,0.009610448032617569,0.0015127044171094894,0.011123152449727058,21758,3327,0.0004416972163166453,0.0004546752080281002,73.35897647030652
