feature,feature_importance_mdi
sdu002_1__mean,0.11145370744758418
sdp002__mean,0.062348975563289784
sdp002__SD,0.05248627417181297
sdt002__mean,0.04544366627623572
sdu002_1__acf_timescale,0.0398942686059147
sdu002_1__forecast_error,0.03827591419941728
sdu002_1__embedding_dist,0.03721403069350288
sdu002_1__low_freq_power,0.027968921872472297
sdu002_1__ami2,0.02680566426300356
sdu002_1__entropy_pairs,0.02380568071579201
sdt002__transition_matrix,0.023441345988199448
sdp002__stretch_decreasing,0.02131435446742996
sdt002__SD,0.021133390815260864
sdt002__low_freq_power,0.02056552725978401
sdu002_1__stretch_high,0.02040160396457505
sdu002_1__centroid_freq,0.02037519603168554
sdu002_1__acf_first_min,0.019460003290476025
sdp002__acf_first_min,0.018881596368002365
sdp002__ami2,0.01844918105491469
sdp002__forecast_error,0.01768934820229876
sdt003__mean,0.01727445539525419
sdt002__outlier_timing_neg,0.01719413488261973
sdt002__acf_timescale,0.017059558545633947
sdp002__centroid_freq,0.016604441895381926
sdt002__periodicity,0.014699557719191588
sdt002__whiten_timescale,0.01393093220912075
sdp002__embedding_dist,0.013738782802351487
sdt002__entropy_pairs,0.011907399972135104
sdt002__outlier_timing_pos,0.011778771257332342
sdu002_1__high_fluctuation,0.011177844480510677
sdu002_1__SD,0.010055712186023403
sdt002__forecast_error,0.009983556565290047
sdt002__acf_first_min,0.008814571469429985
sdu002_1__trev,0.007920317091947342
sdt002__centroid_freq,0.007250161481913655
sdt002__high_fluctuation,0.006723526493736854
sdp002__acf_timescale,0.006391470433926059
sdu002_2__mean,0.0061910094621518705
sdp002__periodicity,0.006013681363182199
sdu002_1__stretch_decreasing,0.005545123344240726
sdt003__SD,0.005462936494363244
sdt002__stretch_high,0.005458336400233656
sdp002__trev,0.005345279116229711
sdu002_1__ami_timescale,0.005338957254488788
sdp002__whiten_timescale,0.005250565576748663
sdt002__trev,0.005249448970509933
sdu002_1__outlier_timing_neg,0.004860088579964339
sdt002__ami2,0.004853088890174378
sdt003__acf_timescale,0.004557943773971527
sdt002__ami_timescale,0.004494350713888836
sdu002_1__transition_matrix,0.004139861158452444
sdu002_1__whiten_timescale,0.003399834146575947
sdt002__stretch_decreasing,0.003399712461845597
sdt002__embedding_dist,0.003369853741740236
sdp002__low_freq_power,0.0033379203627886844
sdp002__entropy_pairs,0.003032714429888462
sdu002_2__stretch_decreasing,0.0027043173434169307
sdt003__acf_first_min,0.0026230108321947058
sdt003__outlier_timing_pos,0.002560627133001851
sdt002__mode_5,0.0025424615475893755
sdp002__high_fluctuation,0.002251728706793026
sdu002_1__periodicity,0.002049071645858061
sdu002_1__outlier_timing_pos,0.0017458270819728575
sdp002__ami_timescale,0.001718759551709262
sdu002_2__high_fluctuation,0.001471517011748212
sdt002__mode_10,0.0014101879671021742
sdt003__outlier_timing_neg,0.0014048435689245453
sdp002__outlier_timing_pos,0.0012840633603441814
sdu002_2__SD,0.0012324195974897417
sdp002__stretch_high,0.0011019967547448621
sdu002_2__embedding_dist,0.0010829069820221255
sdt003__centroid_freq,0.001005892320183805
sdt003__whiten_timescale,0.0009335230828558291
sdt003__low_freq_power,0.0009256095142360687
sdu002_2__whiten_timescale,0.0008254292074450004
sdu002_2__trev,0.0008001791488028144
sdt003__ami2,0.0007999073498046966
sdp002__outlier_timing_neg,0.0007145325993104847
sdt003__trev,0.0005911391161419366
sdp002__mode_5,0.0005905338883488619
sdp002__transition_matrix,0.0005344626331963165
sdu002_2__forecast_error,0.0005147462514430072
sdt003__embedding_dist,0.00043712150595719444
sdu002_2__ami2,0.00033238850517398015
sdu002_2__outlier_timing_pos,0.0003153402853864593
sdt003__mode_5,0.00029052891184898577
sdt003__mode_10,0.00028562018327054804
sdt003__stretch_decreasing,0.0002710970053094971
sdp002__mode_10,0.000270504881540714
sdt003__periodicity,0.00026643310819022344
sdu002_2__outlier_timing_neg,0.0002617142199849129
sdu002_1__mode_10,0.000242804696762995
sdu002_2__centroid_freq,0.00024127688193437098
sdu002_2__entropy_pairs,0.0002308474221235779
sdu002_2__acf_first_min,0.00021207537349676413
sdt003__forecast_error,0.0002070519403017952
sdt002__rs_range,0.00020554772307659826
sdu002_1__mode_5,0.00016520867006597235
sdu002_2__ami_timescale,0.00015252411220423835
sdt003__stretch_high,0.00012159309339591272
sdt003__transition_matrix,0.00010048646074846588
sdt003__high_fluctuation,9.867908784934852e-05
sdt003__entropy_pairs,8.285208456710181e-05
sdu002_2__stretch_high,8.189385840763327e-05
sdu002_2__acf_timescale,7.944461927575576e-05
sdu002_2__mode_5,7.612551731551599e-05
sdt003__ami_timescale,7.046354377700523e-05
sdu002_2__mode_10,5.778909913780419e-05
sdu002_1__dfa,4.67470583386353e-05
sdu002_2__transition_matrix,3.4605923212175393e-05
sdu002_1__rs_range,3.389887394627315e-05
sdu002_2__low_freq_power,3.0854393145090105e-05
sdu002_2__periodicity,2.730430530979854e-05
sdt002__dfa,1.9406824947616278e-05
sdp002__dfa,5.679368777285656e-06
sdt003__dfa,4.28996378228167e-06
sdp002__rs_range,3.1908879492968825e-06
sdu002_2__dfa,1.493562641276059e-06
sdu002_2__rs_range,8.694752757506449e-07
sdt003__rs_range,0.0
