run,fold,RF
KSWIN,0.0,0.7662744881648498
KSWIN,1.0,0.7623087415240289
KSWIN,2.0,0.6323914493391964
KSWIN,3.0,0.7860349857962932
KSWIN,4.0,0.7632568586221047
KSWIN,5.0,0.6829375426004213
KSWIN,6.0,0.6429139178872904
KSWIN,7.0,0.5708333513902232
KSWIN,8.0,0.7330474496845104
KSWIN,9.0,0.8531743238398962
