run,fold,RF
KSWIN,0.0,0.811741404702656
KSWIN,1.0,0.826991742914528
KSWIN,2.0,0.6898155324755851
KSWIN,3.0,0.8260267530567458
KSWIN,4.0,0.8142823350067022
KSWIN,5.0,0.7144098872742088
KSWIN,6.0,0.6749869239263091
KSWIN,7.0,0.6546457940605961
KSWIN,8.0,0.7258541392904073
KSWIN,9.0,0.8631760339342524
