RF__class_1,RF__class_2,RF__class_3,RF__class_4,RF__class_5,RF__class_6,RF__class_7,RF__class_8,RF__class_9,RF__class_10,RF__class_11,RF__class_12,run
0.9689304448343178,0.9038869660408135,0.8919905967457102,0.902829978747793,0.9076882928126178,0.9766483470018426,0.7607963905992168,0.8281422609335307,0.8002455877226204,0.7542738845766391,0.7966068673410985,0.7112148915488088,smartphone
