RF__class_1,RF__class_2,RF__class_3,RF__class_4,RF__class_5,RF__class_6,RF__class_7,RF__class_8,RF__class_9,RF__class_10,RF__class_11,RF__class_12,RF__class_13,run
0.8623050129369458,0.7542020571584755,0.9085789765281517,0.9066681923512594,0.9351010909033686,0.8731048035262144,0.9614423286807133,0.9442694726221678,0.8541485178200647,0.8189253395939554,0.8678414021886592,0.8746026185641897,0.7219903285757878,ward
