fold,scenario,detector,t_fit_pipeline_s,n_train_samples,t_fit_por_amostra_ms
0,catch24_drift,KSWIN,2.3931369334459305,26469,0.09041282003271489
1,catch24_drift,KSWIN,2.3667151369154453,26469,0.08941460338189751
2,catch24_drift,KSWIN,2.368990434333682,26469,0.08950056421979229
3,catch24_drift,KSWIN,2.391174580901861,26469,0.0903386822661174
4,catch24_drift,KSWIN,2.3285594414919615,26469,0.08797307950780012
5,catch24_drift,KSWIN,2.3162180427461863,26469,0.08750682091299959
6,catch24_drift,KSWIN,2.349166315048933,26469,0.08875160810944625
7,catch24_drift,KSWIN,2.35489060357213,26469,0.08896787198504402
8,catch24_drift,KSWIN,2.42825492285192,26469,0.09173957923804904
9,catch24_drift,KSWIN,2.3524098824709654,26469,0.08887415023125035
