RF__class_1,RF__class_2,RF__class_3,RF__class_4,RF__class_12,RF__class_13,RF__class_16,RF__class_17,run
0.9625597832825721,0.8006028489114089,0.755848215792291,0.918950669149738,0.6439066343586224,0.362155078200988,0.7901763326199924,0.7774566279251717,pamap2D
