S1_Light,S1_Sound,S1_Temp,S2_Light,S2_Sound,S2_Temp,S3_Light,S3_Sound,S3_Temp,S4_Light,S4_Sound,S4_Temp,S5_CO2,S5_CO2_Slope,S6_PIR,S7_PIR,hour,score_S1_Light,score_S1_Sound,score_S1_Temp,score_S2_Light,score_S2_Sound,score_S2_Temp,score_S3_Light,score_S3_Sound,score_S3_Temp,score_S4_Light,score_S4_Sound,score_S4_Temp,score_S5_CO2,score_S5_CO2_Slope,score_S6_PIR,score_S7_PIR,score_hour,n_test
0.22642753062007676,0.08271237630237174,0.033880676850037546,0.0855662935113108,0.09124741432652943,0.06987310128528779,0.06839842807353012,0.05853635026405674,0.025209295054778084,0.01811890526383755,0.006024957589583978,0.011684931077618092,0.032937761702050594,0.0838351768670013,0.00671889552263979,0.010743696095881196,0.014792944489664,0.03835153520641917,0.0,0.0,0.03493972989732534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2526
0.20726147591588445,0.065577510139353,0.025370891941328744,0.136013158399667,0.08328656595658193,0.06228471033488244,0.07641742189105864,0.06353214164504177,0.02516060389105205,0.02114672806337084,0.007383115654844031,0.025193719033539418,0.034575336696062046,0.07303830401669739,0.005473258297090768,0.013253354152649947,0.015264219235504264,0.02554593294610201,0.0,0.0,0.034221551789289165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3178
0.22293013845525486,0.08473193525695132,0.03636340283279305,0.08607859542572383,0.08870958860141823,0.06749115948759002,0.06472292284424465,0.06176430503275804,0.02561343165314155,0.019967944181403328,0.006490741960038197,0.013683792982040513,0.034523460928461605,0.08520659568036999,0.006007229510849316,0.010831381970351358,0.014062142235469453,0.0,0.0,0.03977389953898135,0.031047331422159388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2525
0.2537365648289615,0.08416279396529937,0.033645891410209766,0.09305678578010644,0.055631051767666,0.03295838423041853,0.07363807575868693,0.05986779461040165,0.016226394858098566,0.017121831834911422,0.008323993894277475,0.022214194563338296,0.031296498943036495,0.04389772897732552,0.0012602483661970972,0.00010555652934525649,0.008874639446228448,0.1107019205171073,0.0,0.0,0.05327964971838403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2459
0.228768937037237,0.08613948945935943,0.03166500712295778,0.07984204441625545,0.0920689635927769,0.0679104188081918,0.05502469721057329,0.05135988240314106,0.026722108136191126,0.022365334041951426,0.006019984317907551,0.015169608574153368,0.033991806429880506,0.09311685550988216,0.007610515326836425,0.010080298849364962,0.012539018362202536,0.04086364575545699,0.0,0.0,0.03874138464568046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2510
0.17560802155138142,0.06821810378215148,0.028806956073776643,0.11134782393767578,0.07825514702329868,0.046764544125634785,0.06050493006924635,0.0618675492413325,0.03257879128014095,0.0146174006866801,0.005695379202921749,0.012554271390108217,0.03696531944003543,0.15735421174241557,0.009925593308789756,0.03959773499406509,0.010228261204387077,0.0,0.0,0.0,0.04910996094595851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3843
0.1346162454875878,0.10340180590301726,0.02165434505664741,0.09890881666573972,0.08394648744505044,0.0437513377030056,0.08504979066470471,0.07330712466234965,0.026175058483207222,0.02641685117200055,0.004707521465044018,0.01148926505994431,0.032981683840918534,0.14677339442945228,0.009144825621943017,0.03076247962109648,0.012339064044130488,0.0,0.0,0.0,0.054573902674160395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4495
0.18035154593372507,0.07062125501741483,0.028034067581697148,0.11013264551831119,0.07503406790874322,0.04684553649329091,0.05664017084209559,0.06052364456024516,0.028234011278140403,0.014197061241236705,0.005724295264038679,0.01342864701441403,0.03428863516965204,0.15882803325781097,0.008554171919081505,0.041400757463096155,0.01097117912952688,0.0,0.0,0.0,0.056190274407479555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3842
0.2395834767646328,0.056547473965069824,0.02831350890056935,0.15862153734138332,0.04774392176104481,0.035575178594501336,0.1111040703547898,0.051955635143342026,0.018751540031575885,0.014112356895618086,0.004292746042148542,0.006616173138344952,0.06132095713851937,0.0744639336716872,0.007904586136757801,0.013221963383089064,0.004586243281149015,0.0,0.0,0.0,0.06528469745577695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3776
0.1757509621165109,0.07072339842916044,0.030304979640300978,0.11571323482908834,0.07780243820961939,0.046702617652809426,0.057683968237539344,0.05866846244808677,0.030761078721306432,0.015141381847219044,0.0064842668091624174,0.012934884539509608,0.03544608773182488,0.1592196200884349,0.008707278389777095,0.04073839138095955,0.009870408113975366,0.0,0.0,0.0,0.04734654081471509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3827
