fold,scenario,detector,t_fit_pipeline_s,n_train_samples,t_fit_por_amostra_ms
0,catch24_drift,GeometricMovingAverage,33.43569637089968,515316,0.06488387003489059
1,catch24_drift,GeometricMovingAverage,32.454648366197944,511358,0.06346756746975298
2,catch24_drift,GeometricMovingAverage,32.633048951625824,520048,0.06275007105426003
3,catch24_drift,GeometricMovingAverage,32.86211235821247,514391,0.0638854730316286
4,catch24_drift,GeometricMovingAverage,33.14775748550892,513701,0.06452733688567652
5,catch24_drift,GeometricMovingAverage,33.158107452094555,518868,0.06390470688517032
6,catch24_drift,GeometricMovingAverage,33.235516265034676,517154,0.06426618814711803
7,catch24_drift,GeometricMovingAverage,34.128868291154504,518652,0.06580302069818396
8,catch24_drift,GeometricMovingAverage,34.07214812003076,519925,0.06553281361740781
9,catch24_drift,GeometricMovingAverage,33.507207019254565,517541,0.06474309671939917
