run,fold,test_bases,RF
ward,0,"[0, 1]",0.6544488585041157
ward,1,"[2, 3]",0.6927738646621447
ward,2,"[4, 5]",0.719146197091798
ward,3,"[6, 7]",0.467274112916534
ward,4,"[8, 9]",0.6643162976940595
ward,5,"[10, 11]",0.7258552051140053
ward,6,"[12, 13]",0.6997394303374553
ward,7,"[14, 15]",0.6640304799176947
ward,8,"[16, 17]",0.7860167382320952
ward,9,"[18, 19]",0.6096079740572994
