run,fold,test_bases,RF
usc_had,0,"[0, 1]",0.8439587285699023
usc_had,1,"[2, 3]",0.7586488693369589
usc_had,2,"[4, 5]",0.8168972104356418
usc_had,3,"[6, 7]",0.8877190008397841
usc_had,4,"[8, 9]",0.919252689594961
usc_had,5,"[10, 11]",0.8597205576233998
usc_had,6,"[12, 13]",0.6538235787565431
