RF__class_1,RF__class_2,RF__class_3,RF__class_4,RF__class_5,RF__class_6,RF__class_7,RF__class_8,RF__class_9,RF__class_10,RF__class_11,RF__class_12,run
0.6422661132875944,0.6827523162658629,0.6419769256745648,0.7963572857344186,0.8008617975038941,0.9597769472225173,0.0,0.0,0.20450856903408582,0.31862114983936624,0.2783992034095307,0.22054723003749283,smartphone
