scenario,detector_name,best_macro_f1
drift_ot,ADWIN,0.6252990268663694
catch24_drift_ot,ADWIN,0.9186242827407604
drift_ot,PageHinkley,0.7304196496036702
catch24_drift_ot,PageHinkley,0.9131985537931226
drift_ot,KSWIN,0.6992419686100442
catch24_drift_ot,KSWIN,0.8912276620567097
drift_ot,CUSUM,0.7405890530933589
catch24_drift_ot,CUSUM,0.9050464102107103
drift_ot,EWMAChart,0.5792712579207996
catch24_drift_ot,EWMAChart,0.8909773968139169
drift_ot,GeometricMovingAverage,0.5986157709589699
catch24_drift_ot,GeometricMovingAverage,0.9126083117871975
drift_ot,HDDMAverage,0.7252381639849498
catch24_drift_ot,HDDMAverage,0.916082820715095
drift_ot,HDDMWeighted,0.633680890589317
catch24_drift_ot,HDDMWeighted,0.9117194695079821
drift_ot,SEED,0.6403969342558444
catch24_drift_ot,SEED,0.8931795122764556
