fold,scenario,detector,t_fit_scaler_s,t_deteccao_s,t_extracao_treino_s,t_extracao_teste_s,t_total_extracao_s,n_train_samples,n_test_samples,t_por_amostra_treino_ms,t_por_amostra_teste_ms,t_catch22_extracao_unica_s
0,baseline,,0.0,0.0,0.0267061721533536,0.0028622727841138,0.0295684449374675,488846,73508,5.463105385612993e-05,3.893824868196501e-05,0.0
1,baseline,,0.0,0.0,0.0154334567487239,0.0014922805130481,0.0169257372617721,503332,59022,3.066257807714189e-05,2.5283462319951407e-05,0.0
2,baseline,,0.0,0.0,0.0235893931239843,0.0028824601322412,0.0264718532562255,502613,59741,4.693351171574221e-05,4.8249278255155576e-05,0.0
3,baseline,,0.0,0.0,0.0252257455140352,0.003408595919609,0.0286343414336442,494049,68305,5.105919759788042e-05,4.9902582821302536e-05,0.0
4,baseline,,0.0,0.0,0.0220637787133455,0.0047501008957624,0.0268138796091079,460325,102029,4.793087213022436e-05,4.655638000727679e-05,0.0
5,baseline,,0.0,0.0,0.0144695229828357,0.0035776738077402,0.0180471967905759,455900,106454,3.173837021898612e-05,3.3607697294044484e-05,0.0
6,baseline,,0.0,0.0,0.0158294141292572,0.0020703524351119,0.0178997665643692,469059,93295,3.374717067417361e-05,2.2191461869467813e-05,0.0
0,catch24,,0.0,0.0,0.4473008140921592,0.0676288791000843,0.5149296931922436,487298,73250,0.0009179204800597,0.000923261148124,3385.4801079556346
1,catch24,,0.0,0.0,0.4178212899714708,0.0506973918527364,0.4685186818242073,501784,58764,0.0008326716076468,0.0008627287429844,3385.4801079556346
2,catch24,,0.0,0.0,0.4211193211376667,0.0505618788301944,0.4716811999678612,501065,59483,0.000840448486998,0.0008500223396633,3385.4801079556346
3,catch24,,0.0,0.0,0.4102740064263344,0.0579613670706748,0.4682353734970093,492501,68047,0.0008330419764149,0.0008517843118825,3385.4801079556346
4,catch24,,0.0,0.0,0.3844230752438307,0.085430221632123,0.4698532968759537,458777,101771,0.0008379301387031,0.0008394358081587,3385.4801079556346
5,catch24,,0.0,0.0,0.383660139515996,0.090177871286869,0.473838010802865,454352,106196,0.0008444116885498,0.0008491644815894,3385.4801079556346
6,catch24,,0.0,0.0,0.3852007333189249,0.0778738185763359,0.4630745518952608,467511,93037,0.0008239394010385,0.0008370198800083,3385.4801079556346
0,drift,PageHinkley,0.0390700530260801,4.795353455469012,2.3503341041505337,0.3389096837490797,7.523667296394706,488846,73508,0.0048079233626756,0.004610514280746,0.0
1,drift,PageHinkley,0.0369194168597459,4.731514066457748,2.412731382995844,0.2747461348772049,7.455911001190543,503332,59022,0.004793518756995,0.004654978395805,0.0
2,drift,PageHinkley,0.0355387926101684,4.735774734988809,2.365671092644334,0.2786169443279505,7.415601564571261,502613,59741,0.0047067447372915,0.0046637475825304,0.0
3,drift,PageHinkley,0.0358285401016473,4.718405429273844,2.298686411231756,0.3159520905464887,7.368872471153736,494049,68305,0.0046527498511924,0.0046256070645851,0.0
4,drift,PageHinkley,0.0328658800572156,4.72772778570652,2.162395531311631,0.4771552514284849,7.400144448503852,460325,102029,0.0046975409358858,0.004676663021577,0.0
5,drift,PageHinkley,0.0375665668398141,4.798418464139104,2.120705295354128,0.4912098944187164,7.447900220751762,455900,106454,0.0046516896147271,0.004614292505859,0.0
6,drift,PageHinkley,0.039588700979948,4.772063327953219,2.184487270191312,0.4370189141482115,7.433158213272691,469059,93295,0.0046571695036046,0.0046842694050936,0.0
0,catch24_drift,PageHinkley,0.0388814900070428,4.786438889801502,3.009667539969086,0.4555701091885566,8.290558028966188,487298,73250,0.0061762361839553,0.0062193871561577,3389.6340770144016
1,catch24_drift,PageHinkley,0.0376129988580942,4.657100882381201,3.0768729597330093,0.3702005874365568,8.141787428408861,501784,58764,0.0061318674165238,0.0062997853692151,3389.6340770144016
2,catch24_drift,PageHinkley,0.0399003606289625,4.716802719980478,3.061334572732449,0.3724851161241531,8.190522769466043,501065,59483,0.0061096555790814,0.0062620432077089,3389.6340770144016
3,catch24_drift,PageHinkley,0.0413248240947723,4.711875548586249,3.01609218865633,0.4213907234370708,8.190683284774423,492501,68047,0.0061240326185253,0.0061926421949104,3389.6340770144016
4,catch24_drift,PageHinkley,0.0376025028526783,4.701905723661184,2.828560469672084,0.626148073002696,8.194216769188643,458777,101771,0.0061654365185527,0.0061525196077732,3389.6340770144016
5,catch24_drift,PageHinkley,0.0255150888115167,4.6893627140671015,2.804534589871764,0.6532809995114803,8.172693392261863,454352,106196,0.0061726031576217,0.0061516535416727,3389.6340770144016
6,catch24_drift,PageHinkley,0.0303251259028911,4.708604957908392,2.843647163361311,0.5715888496488333,8.154166096821427,467511,93037,0.0060825246108889,0.0061436724061269,3389.6340770144016
