scenario,detector,t_fit_pipeline_s__sum,t_fit_pipeline_s__mean,t_fit_pipeline_s__std,t_fit_por_amostra_ms__mean,t_fit_por_amostra_ms__std,n_train_samples__sum
catch24_drift,PageHinkley,244.97624166868627,34.99660595266947,1.7210463131532436,0.07282066892651659,0.0009006694968726458,3363288
drift,PageHinkley,31.109320541843772,4.444188648834825,0.20922469371637017,0.0092190746996346,0.00014768769158186043,3374124
