run,fold,RF
EWMAChart,0.0,0.5005461876137512
EWMAChart,1.0,0.5463331681044175
EWMAChart,2.0,0.4843683399117735
EWMAChart,3.0,0.6091823121327609
EWMAChart,4.0,0.4502713099571832
EWMAChart,5.0,0.6246231237797228
EWMAChart,6.0,0.4466074548949308
EWMAChart,7.0,0.4758122116210256
EWMAChart,8.0,0.3831212551225231
EWMAChart,9.0,0.5760760157402063
