run,fold,RF
EWMAChart,0.0,0.6088314458382001
EWMAChart,1.0,0.6580283418879714
EWMAChart,2.0,0.5467111042215678
EWMAChart,3.0,0.7103929355209531
EWMAChart,4.0,0.5291350172155492
EWMAChart,5.0,0.699932092896917
EWMAChart,6.0,0.5317603300982159
EWMAChart,7.0,0.5705270059831161
EWMAChart,8.0,0.45348773543583
EWMAChart,9.0,0.6551961823966066
