run,fold,test_bases,RF
pamap2D,0,[0],0.55714202628824
pamap2D,1,[1],0.7774791000241928
pamap2D,2,[2],0.737467018469657
pamap2D,3,[3],0.5840278161046415
pamap2D,4,[4],0.8268107708162672
pamap2D,5,[5],0.672551363674275
pamap2D,6,[6],0.6546882035119316
pamap2D,7,[7],0.7681258737424961
