RF__class_1,RF__class_2,RF__class_3,RF__class_4,RF__class_12,RF__class_13,RF__class_16,RF__class_17,run
0.9639443085543375,0.8751751475859159,0.8427455937405349,0.9371930921682238,0.8296158286034983,0.8588099369896218,0.8772634394268253,0.8670887917722941,pamap2D
