scenario,detector_name,best_macro_f1
drift_ot,ADWIN,0.5745845008519862
catch24_drift_ot,ADWIN,0.6451641962055302
drift_ot,PageHinkley,0.5573790857841882
catch24_drift_ot,PageHinkley,0.6226333123558067
drift_ot,KSWIN,0.6014254495038465
catch24_drift_ot,KSWIN,0.6737131940071864
drift_ot,CUSUM,0.34071446763686725
catch24_drift_ot,CUSUM,0.45051652852832186
drift_ot,EWMAChart,0.2709577870743108
catch24_drift_ot,EWMAChart,0.4023994325747951
drift_ot,GeometricMovingAverage,0.3053415964440414
catch24_drift_ot,GeometricMovingAverage,0.44701511512227826
drift_ot,HDDMAverage,0.4165805454864145
catch24_drift_ot,HDDMAverage,0.45162169378548384
drift_ot,HDDMWeighted,0.22137511055525252
catch24_drift_ot,HDDMWeighted,0.4149801732464777
drift_ot,SEED,0.5483077915559614
catch24_drift_ot,SEED,0.63031285571862
