scenario,detector_name,best_macro_f1
drift_ot,ADWIN,0.5335129552028165
catch24_drift_ot,ADWIN,0.7938771630026754
drift_ot,PageHinkley,0.4884194203025404
catch24_drift_ot,PageHinkley,0.7783495467739018
drift_ot,KSWIN,0.5491011918889565
catch24_drift_ot,KSWIN,0.8063354850725702
drift_ot,CUSUM,0.5184356646568998
catch24_drift_ot,CUSUM,0.8030216400243274
drift_ot,EWMAChart,0.44753719582160784
catch24_drift_ot,EWMAChart,0.7678764106660575
drift_ot,GeometricMovingAverage,0.5773330995238705
catch24_drift_ot,GeometricMovingAverage,0.7819326580922744
drift_ot,HDDMAverage,0.5499479684021213
catch24_drift_ot,HDDMAverage,0.8136422733816229
drift_ot,HDDMWeighted,0.45329630930196857
catch24_drift_ot,HDDMWeighted,0.7983259347170382
drift_ot,SEED,0.5218305450845772
catch24_drift_ot,SEED,0.7844418438176187
