run,fold,test_bases,RF
D_incremental_D_,0,[0],0.8322765451434109
D_incremental_D_,1,[1],0.4508187149521789
D_incremental_D_,2,[2],0.15473513436484315
D_incremental_D_,3,[3],0.5310106896792106
D_incremental_D_,4,[4],0.5152299760468569
D_incremental_D_,5,[5],0.35298433009700614
D_incremental_D_,6,[6],0.5669738869218234
D_incremental_D_,7,[7],0.2465583513478806
D_incremental_D_,8,[8],0.4448112108731296
D_incremental_D_,9,[9],0.5394353791442703
D_incremental_D_,10,[10],0.5712380158772423
D_incremental_D_,11,[11],0.46175382311215246
