run,fold,test_bases,RF
ward,0,"[0, 1]",0.4842115617960062
ward,1,"[2, 3]",0.4848158230477105
ward,2,"[4, 5]",0.7225790749206975
ward,3,"[6, 7]",0.7670376778736059
ward,4,"[8, 9]",0.7363248285685978
ward,5,"[10, 11]",0.7347992295639721
ward,6,"[12, 13]",0.8724122448054099
ward,7,"[14, 15]",0.7088166962775655
ward,8,"[16, 17]",0.7804916318227423
ward,9,"[18, 19]",0.6414242682373223
