RF__class_1,RF__class_2,RF__class_3,RF__class_4,RF__class_12,RF__class_13,RF__class_16,RF__class_17,run
0.9748867068651468,0.9287049233481306,0.9195581398381204,0.9794791386882483,0.764070383291735,0.7552198279491781,0.8120906154979007,0.9080340912120527,pamap2D
