RF__class_1,RF__class_2,RF__class_3,RF__class_4,RF__class_12,RF__class_13,RF__class_16,RF__class_17,run
0.9489128179322421,0.5679409740769397,0.3053194659948062,0.901164635688051,0.5339708518949297,0.390527837168948,0.7391152714437259,0.712484862548836,pamap2D
