scenario,detector_name,best_macro_f1
drift_ot,ADWIN,0.6233001403730721
catch24_drift_ot,ADWIN,0.8509664303792943
drift_ot,PageHinkley,0.7117815775731319
catch24_drift_ot,PageHinkley,0.9138705628965406
drift_ot,KSWIN,0.4494110241866315
catch24_drift_ot,KSWIN,0.8670864401975009
drift_ot,CUSUM,0.7458972420732699
catch24_drift_ot,CUSUM,0.9129894953496835
drift_ot,EWMAChart,0.4132119904736136
catch24_drift_ot,EWMAChart,0.8061797894365903
drift_ot,GeometricMovingAverage,0.7002314870198261
catch24_drift_ot,GeometricMovingAverage,0.901022129019473
drift_ot,HDDMAverage,0.6300437395012827
catch24_drift_ot,HDDMAverage,0.8986022537945582
drift_ot,HDDMWeighted,0.49921485460030884
catch24_drift_ot,HDDMWeighted,0.7954357755287218
drift_ot,SEED,0.6327228247940899
catch24_drift_ot,SEED,0.845442615918324
