scenario,detector,n_folds,t_fit_scaler_total_s,t_deteccao_total_s,t_extracao_treino_total_s,t_extracao_teste_total_s,t_catch22_extracao_unica_s,t_total_extracao_todos_folds_s,t_total_extracao_mean_s,t_total_extracao_std_s,t_por_amostra_treino_ms_mean,t_por_amostra_teste_ms_mean
catch24_drift,SEED,11,0.37985323555767536,138.33897358737886,16.11589290201664,1.6394764240831137,1510.561004197225,1667.0352003462613,14.224926922639662,0.06791230402919136,0.00628777046611235,0.006409540902712046
