score_x_acc,score_x_gyro,score_y_acc,score_y_gyro,score_z_acc,score_z_gyro,x_acc,x_acc__SD,x_acc__acf_first_min,x_acc__acf_timescale,x_acc__ami2,x_acc__ami_timescale,x_acc__centroid_freq,x_acc__dfa,x_acc__embedding_dist,x_acc__entropy_pairs,x_acc__forecast_error,x_acc__high_fluctuation,x_acc__low_freq_power,x_acc__mean,x_acc__mode_10,x_acc__mode_5,x_acc__outlier_timing_neg,x_acc__outlier_timing_pos,x_acc__periodicity,x_acc__rs_range,x_acc__stretch_decreasing,x_acc__stretch_high,x_acc__transition_matrix,x_acc__trev,x_acc__whiten_timescale,x_gyro,x_gyro__SD,x_gyro__acf_first_min,x_gyro__acf_timescale,x_gyro__ami2,x_gyro__ami_timescale,x_gyro__centroid_freq,x_gyro__dfa,x_gyro__embedding_dist,x_gyro__entropy_pairs,x_gyro__forecast_error,x_gyro__high_fluctuation,x_gyro__low_freq_power,x_gyro__mean,x_gyro__mode_10,x_gyro__mode_5,x_gyro__outlier_timing_neg,x_gyro__outlier_timing_pos,x_gyro__periodicity,x_gyro__rs_range,x_gyro__stretch_decreasing,x_gyro__stretch_high,x_gyro__transition_matrix,x_gyro__trev,x_gyro__whiten_timescale,y_acc,y_acc__SD,y_acc__acf_first_min,y_acc__acf_timescale,y_acc__ami2,y_acc__ami_timescale,y_acc__centroid_freq,y_acc__dfa,y_acc__embedding_dist,y_acc__entropy_pairs,y_acc__forecast_error,y_acc__high_fluctuation,y_acc__low_freq_power,y_acc__mean,y_acc__mode_10,y_acc__mode_5,y_acc__outlier_timing_neg,y_acc__outlier_timing_pos,y_acc__periodicity,y_acc__rs_range,y_acc__stretch_decreasing,y_acc__stretch_high,y_acc__transition_matrix,y_acc__trev,y_acc__whiten_timescale,y_gyro,y_gyro__SD,y_gyro__acf_first_min,y_gyro__acf_timescale,y_gyro__ami2,y_gyro__ami_timescale,y_gyro__centroid_freq,y_gyro__dfa,y_gyro__embedding_dist,y_gyro__entropy_pairs,y_gyro__forecast_error,y_gyro__high_fluctuation,y_gyro__low_freq_power,y_gyro__mean,y_gyro__mode_10,y_gyro__mode_5,y_gyro__outlier_timing_neg,y_gyro__outlier_timing_pos,y_gyro__periodicity,y_gyro__rs_range,y_gyro__stretch_decreasing,y_gyro__stretch_high,y_gyro__transition_matrix,y_gyro__trev,y_gyro__whiten_timescale,z_acc,z_acc__SD,z_acc__acf_first_min,z_acc__acf_timescale,z_acc__ami2,z_acc__ami_timescale,z_acc__centroid_freq,z_acc__dfa,z_acc__embedding_dist,z_acc__entropy_pairs,z_acc__forecast_error,z_acc__high_fluctuation,z_acc__low_freq_power,z_acc__mean,z_acc__mode_10,z_acc__mode_5,z_acc__outlier_timing_neg,z_acc__outlier_timing_pos,z_acc__periodicity,z_acc__rs_range,z_acc__stretch_decreasing,z_acc__stretch_high,z_acc__transition_matrix,z_acc__trev,z_acc__whiten_timescale,z_gyro,z_gyro__SD,z_gyro__acf_first_min,z_gyro__acf_timescale,z_gyro__ami2,z_gyro__ami_timescale,z_gyro__centroid_freq,z_gyro__dfa,z_gyro__embedding_dist,z_gyro__entropy_pairs,z_gyro__forecast_error,z_gyro__high_fluctuation,z_gyro__low_freq_power,z_gyro__mean,z_gyro__mode_10,z_gyro__mode_5,z_gyro__outlier_timing_neg,z_gyro__outlier_timing_pos,z_gyro__periodicity,z_gyro__rs_range,z_gyro__stretch_decreasing,z_gyro__stretch_high,z_gyro__transition_matrix,z_gyro__trev,z_gyro__whiten_timescale,n_test
0.0,0.0,0.07621598988851812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004130745288563473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09891104899877595,0.0015967001158599288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023693880472555277,0.0,0.0,0.0,0.003427751842272334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002187758999289388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06480440064403502,0.024914157401872805,0.24300903240091995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2341723302198378,0.0,0.0,0.08716269619186702,0.08521263025120167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017277397666114675,0.01736976472568332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003561448174031306,0.0,0.0,0.00045887384475542826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020068197047518804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007374853725831123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17817
0.0,0.0,0.07474715424498868,0.0,0.0,0.0,0.0,0.0,0.0,0.001776771768336472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044966390030454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09845644976873846,0.002768132240616562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022636126477595855,0.0,0.0,0.0,0.002153463066220333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04816741876591829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001137634406457464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023748541640567104,0.022895255487719767,0.24656473590847705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23151564948421613,0.0,0.0,0.08620378232977732,0.0847021556682049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015805514774692667,0.016004030042818692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004355259159380628,0.0,0.0,0.00034191009568486233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021714501281332402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010181388215047295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21219
0.0,0.0,0.0757957596894178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037780601781879316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09928700945664501,0.002495562378016597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018154145450625801,0.0,0.0022378939842519763,0.0,0.0,0.0,0.002513958409613226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040367495561498355,0.000998424102399067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02311380024517302,0.015397490239859733,0.24211513499796328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21388004642958572,0.0,0.0,0.08726561413115232,0.0994868104832116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013273795415730922,0.01606386830558968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0653264147023847,0.0,0.0,0.0003556659088075052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021689958802692644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02101898391226263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23797
0.0,0.0,0.07360560201332152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004177097597407864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09797721875722074,0.0020863801185107556,0.0,0.002357252810725881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033129297599440457,0.0,0.0,0.0,0.002618376739063039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009832743152382994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06579881986440884,0.02693252441101316,0.24382472345524767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23235580687641236,0.0,0.0,0.08887074664819039,0.08291959473464601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016804066600409673,0.021911936284113802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032746756965759414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022572684675359347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007616288642190766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24965
0.0,0.0,0.06764112557406911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004349714194861404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10435359151262595,0.0020627630051681663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021800496551640455,0.0,0.0,0.0,0.003394110630964545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014382962912856245,0.0,0.002168294345865445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03888923830879258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02416965107264393,0.023439781948820633,0.25203289000997536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2201805180852695,0.0,0.0,0.08939689441119296,0.08005242498158022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002107778235123432,0.01958006691955257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035469694584373203,0.0,0.0,0.0004672790687526423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019221049359835495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006762399411972002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22060
0.0,0.0,0.07795328589807107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004413433851170068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10119348882763056,0.0021214458925258865,0.0,0.0029494280183172514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021692289277193567,0.0,0.0,0.0,0.0022517722595148957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044438110874703236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02121512866076085,0.0228593398903429,0.2392058751916794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2231971112553455,0.0,0.0,0.09044260961145446,0.08464496529376783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012025482329402642,0.01875825449033318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014730859390406954,0.0,0.0,0.0,0.002198354791121377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01874444254330868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057872557494120114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23090
0.0,0.0,0.07660230765289319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003651516406865754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10600632044103725,0.0019982006286757017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002858821909923399,0.0,0.0,0.0,0.003366943669510767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001929278044670883,0.0,0.0011703111572652922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06787170222716599,0.02463628442620473,0.24334419089066261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013097509782942676,0.0,0.2143518403369195,0.0,0.0,0.09351740577638894,0.08226333420508972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015119411279726913,0.016462999891181402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004238762568174161,0.0,0.0,0.0004707634034818424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017808118174167085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009233977127052186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22924
0.0,0.0,0.07404721973028658,0.0,0.002001021326919244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018387902752509986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014779799740104571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435651394819002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001703324850112639,0.0,0.0,0.021157579490807633,0.023655658265235344,0.24969199536336728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019558442536116164,0.0,0.22845012229271108,0.0,0.0,0.09106038015270575,0.08238862433333993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016500990386024695,0.011327351980229283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008635992875923383,0.0019653121315512355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10667271898186119,0.0019785789583776072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004311319577181263,0.0,0.0,0.0007838097284882177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21148
0.0,0.0,0.08908332555565963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008155095005691523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11336800639348368,0.0032731755578930912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004156289711850802,0.0,0.0,0.0,0.004001817113992453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001252425535186218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07882696975082876,0.010148715821864832,0.29042683280616916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18177603580185386,0.0,0.0,0.07567667994953751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07688691225549142,0.0106172618281154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033281080628611228,0.0,0.0,0.01639861047191377,0.007217309161995092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02502523957642258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003811896391891009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24994
0.0,0.0,0.07250758537270958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003905603781687076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10312786418971513,0.002470426649830823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018331157886487292,0.0,0.02381284063824612,0.0,0.0,0.0,0.002888953776005123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07206665666262475,0.020851244464394743,0.2467145643012336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012675543862403186,0.0,0.2195245557519314,0.0,0.0,0.0831913769191198,0.0830209468528406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016528044158607177,0.015391156192154493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003107592652149166,0.0,0.0,0.00046518214395540334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019870542761963286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010921442822526193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22603
