run,fold,RF
CUSUM,0.0,0.7443986639349708
CUSUM,1.0,0.7945914467744568
CUSUM,2.0,0.780195649461159
CUSUM,3.0,0.6577805795590217
CUSUM,4.0,0.7809243421196823
CUSUM,5.0,0.6591745514794668
CUSUM,6.0,0.5770483386388826
CUSUM,7.0,0.7064670605236597
CUSUM,8.0,0.5927203280422159
CUSUM,9.0,0.8345142961577452
