run,fold,RF
CUSUM,0.0,0.7845970240211264
CUSUM,1.0,0.8667708100870342
CUSUM,2.0,0.8359685836821165
CUSUM,3.0,0.718335249242345
CUSUM,4.0,0.8546271716561096
CUSUM,5.0,0.7326089909004482
CUSUM,6.0,0.6261114662637299
CUSUM,7.0,0.7826134469852198
CUSUM,8.0,0.6235216819973719
CUSUM,9.0,0.8951749734888653
